ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
2483396.0,comment,2482712.0,2483179.0,25.0,0,rprasad,,,"That's not how the presumption of innocence works.  I say that as someone who has practiced both civil and criminal law. Presumption of innocence only applies to crimes.  Copyright violations are not crimes, they are civil torts. (Though some actions incident to copyright violations, i.e., circumventing DRM, can be crimes.)<p>Can dropshiip be used for illegal fire sharing? YES, in fact, that was the suggested and intended use.  Under American case law, which governs Dropbox, that alone is enough to constitute a DMCA violation (see, e.g. <i>Napster</i>, <i>Kazaa</i>, and succeeding cases).<p>Dropbox took dropship down to prevent future legal issues.  Since it's their service, they don't have to wait until they occur actual legal liability to act.",1303775580.0
2483395.0,comment,2481683.0,2482095.0,2.0,0,cookiecaper,,,"Business guys just don't understand any of this stuff. They hear the cloud buzzwords and want to jump on the bandwagon so they can be one of the cool kids, and then they panic when a failure, native and incident to any third-party service, occurs. Really silly.<p>If it's critical not to have problems if/when Amazon goes down, you have to plan for that ahead of time, just the same as anything else. It's not like throwing the ""cloud"" label on something makes it invincible.<p>As computers become increasingly integral to the daily operations of a business, the business guys are not going to have any choice but to learn some basics. We're really already at this point, but maybe after enough failures similar to those witnessed this weekend it will finally sink in.<p>I am amazed how many people want to blindly follow the buzzword bandwagon without obtaining even a vague notion of the technical implications first. The fact that Amazon would be controlling Amazon EC2 and that if a failure occurs at Amazon, their EC2 product may be affected, is the most blatant thing about using ""Amazon EC2"" or any other external service provider.",1303775568.0
2483394.0,comment,2482123.0,2483295.0,2.0,0,ditojim,,,"ok let me rephrase...for the vast majority of businesses using the cloud, and vast majority means small businesses since there are way more small businesses than big businesses, the cloud is much much cheaper.<p>the 'cloud' has enabled my business to grow.  without it (despite the fact that our business is delivering customers to the cloud), i would not be able to grow and scale my business efficiently.<p>the author is talking about hosting an application in the cloud, which does not nearly encompass all the use cases for the cloud, and thus invalidates the argument.",1303775565.0
2483393.0,comment,2483341.0,2483341.0,4.0,0,karolisd,,,Is there a Netflix competitor? Is there room for another Netflix?,1303775560.0
2483392.0,story,,,40.0,1,turoczy,Joining the MIT Media Lab,,,1303775533.0
2483391.0,comment,2483341.0,2483365.0,11.0,0,bpodgursky,,,Lots of families and couples have netflix collectively.  I'd bet there are on average at least 2 or 3 people using each paid account.,1303775531.0
2483390.0,comment,2481147.0,2483205.0,7.0,0,anigbrowl,,,"<i>What I am asserting is that any president who cared about human rights would disregard these bullshit laws.</i><p>...virtually guaranteeing impeachment, and/or setting a precedent for a successor to disregard, say, human rights laws. Think of it like legacy code; it may be badly written, obsolete, and a waste of resources to remain compatible with it, but you may not have have any other choice. Historical figures often appear to have acted more boldly and decisively than those in politics today, because historical review necessarily involves simplification and a focus on outcomes. When you dig deeper, though, the process of change was often equally messy and haphazard.",1303775523.0
2483389.0,story,,,2.0,0,DanielRibeiro,Running a Lean Startup into Producer/Market Fit,http://www.runningleanhq.com/runninglean_preview.pdf,,1303775514.0
2483388.0,comment,2483093.0,2483093.0,1.0,0,imajes,,,Joi is a fantastic person -- he'll make for a real inspirational leader. Looking forward to seeing what the lab will start to produce :),1303775514.0
2483387.0,comment,2481287.0,2482951.0,1.0,0,jmonegro,,,"Now that you mention IDEone, I remember they do have an API. Very interesting, I'll definitely consider it.",1303775506.0
2483385.0,comment,2481227.0,2482425.0,-1.0,0,mahyarm,,,"""It's a toy"".  What do you think nintendo is making!?",1303775444.0
2483384.0,comment,2481287.0,2483359.0,1.0,0,jmonegro,,,"The problem with it is that then people can access your edit url, and in many cases that's something you wouldn't want.",1303775441.0
2483383.0,comment,2481312.0,2481940.0,1.0,0,Estragon,,,I stand while I work.  It's good for concentration.,1303775441.0
2483382.0,comment,2482908.0,2483252.0,2.0,0,Apocryphon,,,Having every iPhone unknowingly record location data? All I know is that this is somehow leading us to the dystopian present portrayed in The Dark Knight.,1303775304.0
2483381.0,comment,2482471.0,2482641.0,2.0,0,kungfooguru,,,"Will this, unlike Riak Search, provide the same guarantees about your data as the normal operations?",1303775300.0
2079694.30059849,story,,,3.0,1,ph0rque,Whatever the Posterous team did before...,http://twitter.com/#!/gilesgoatboy/status/62662027985952768,,1303775292.0
2483379.0,comment,2483194.0,2483375.0,1.0,0,guard-of-terra,,,Thanks. Is there a huge table with points somewhere?,1303775271.0
2483378.0,comment,2482360.0,2483125.0,2.0,0,bmcleod,,,"That depends on how you're going about taking your papers. For instance, I took a little over double the maximum course load my second year at uni. As part of that I ended up failing a paper that turned out to have some more time intensive portions than I was expecting, but I also graduated a year early as I got B's or better for everything else. I was much better off enrolling in more stuff and then ignoring one when I found myself swamped towards the end of semester, too late to drop the course, than I would have been if I'd just taken a normal course load. I saved a years worth of living costs in student debt as well.<p>People fail things for all sorts of reasons in Uni, they're also often going through Relationships 101 which is great for knocking people for a loop.",1303775208.0
2483377.0,story,,,4.0,1,tristanperry,Hitwise Data Pegs Panda Impact On Demand Media Sites At 40%,http://searchengineland.com/hitwise-data-pegs-panda-impact-on-demand-media-sites-at-40-74640,,1303775192.0
2483376.0,comment,2482712.0,2483338.0,3.0,0,zna,,,"> ... the substantial information disclosure and possible misappropriation of sensitive documents that it could have facilitated<p>They match duplicate files with an SHA256 sum and size in bytes. With those two factors, the probability of a collision is incredibly tiny and impossible to exploit usefully. If you tried a trillion combinations you might find a useless file, but by then you would be detected and banned from Dropbox.",1303775191.0
2483375.0,comment,2483194.0,2483353.0,3.0,0,Timothee,,,"This seems to answer some of your questions: <a href=""http://www.freedomhouse.org/images/File/FotN/MethodologyandChecklistofQuestions.pdf"" rel=""nofollow"">http://www.freedomhouse.org/images/File/FotN/MethodologyandC...</a><p>edit: huge table with points: <a href=""http://www.freedomhouse.org/images/File/FotN/MainScoreTable.pdf"" rel=""nofollow"">http://www.freedomhouse.org/images/File/FotN/MainScoreTable....</a>",1303775143.0
2483374.0,story,,,1.0,0,desigooner,Apple Patent Reveals Extensive Stalking Plans ,http://gawker.com/#!5795561/apple-patent-reveals-extensive-stalking-plans,,1303775051.0
2483373.0,comment,2483194.0,2483194.0,2.0,0,Timothee,,,"This is where the report comes from apparently: <a href=""http://www.freedomhouse.org/template.cfm?page=664"" rel=""nofollow"">http://www.freedomhouse.org/template.cfm?page=664</a><p>I would have been interested in seeing France ranked in there. Reporters without Borders put France ""under surveillance"" in part due to the HADOPI law on copyright (<a href=""http://en.wikipedia.org/wiki/HADOPI_law"" rel=""nofollow"">http://en.wikipedia.org/wiki/HADOPI_law</a> ) which, amongst other things, can lead to Internet access being suspended. Reporter without Borders report: <a href=""http://en.rsf.org/surveillance-france,39715.html"" rel=""nofollow"">http://en.rsf.org/surveillance-france,39715.html</a>",1303775049.0
2483372.0,comment,2482806.0,2482962.0,1.0,0,tzs,,,"They said the Social Security <i>card</i> was not be used for identification. They didn't say the number could not be so used.<p>See: <a href=""http://www.straightdope.com/columns/read/141/why-does-my-old-social-security-card-say-it-cant-be-used-as-id"" rel=""nofollow"">http://www.straightdope.com/columns/read/141/why-does-my-old...</a>",1303775017.0
2483371.0,comment,2482118.0,2482365.0,1.0,0,cookiecaper,,,"In fact, uncommon religious names can often give away the religious background of the candidate. Someone named Mohammed is likely to have a Muslim background, someone named Nephi a Mormon background, someone named Siddhartha a Buddhist background, and so on. While the person so named may no longer practice their birth religion, a person who'd discriminate based on affiliation with a given religion probably doesn't care.",1303774970.0
2483370.0,story,,,5.0,0,mvs,Microsoft Hopes Raises Will Halt Brain Drain,http://www.informationweek.com/articles/229402113?cid=RSSfeed_IWK_All,,1303774910.0
2483369.0,comment,2481769.0,2481769.0,1.0,0,clojurerocks,,,How does couchbase compare to localStorage?,1303774889.0
2483368.0,comment,2481869.0,2481869.0,1.0,0,phlux,,,Suvashis.Bhattacharya@leclairryan.com<p>He has been helping some guys I know - he is a really great guy - I cant figure out how to PM - so pasting it here...,1303774885.0
2483367.0,story,,,1.0,0,DanielRibeiro,CoffeeScript files in SproutCore projects,https://github.com/bobes/sproutcore-coffeescript,,1303774875.0
2483366.0,comment,2481312.0,2481682.0,3.0,0,abas,,,"How is your mattress?<p>I started having a similar experience this year and also started feeling better while on vacation.  When I returned home and it immediately got worse again I realized my mattress was part of the problem (the symptoms were often the worst in the morning, though they persisted all day).  It was not a terrible mattress, but over the years had gotten a little saggy in the middle.  I bought a new mattress and while, the problem hasn't completely gone away, it has gotten a lot better.",1303774846.0
2483365.0,comment,2483341.0,2483341.0,3.0,0,clistctrl,,,I'm actually surprised... I thought the number would be far larger than 7%,1303774841.0
2483364.0,story,,,3.0,1,mvs,New Bill Directs NASA Back to the Moon By 2022,http://www.popsci.com/technology/article/2011-04/new-bill-directs-nasa-back-moon-2022-permanent-base-mind,,1303774788.0
2483363.0,comment,2482123.0,2483300.0,3.0,0,alecco,,,"Elastic Load Balancing, S3, SimpleDB, CloudFront, SQS, CloudWatch, and DevPay.<p>You can combine things, like automatically starting up EC2 instances from monitoring/balancer.",1303774775.0
2483362.0,story,,,1.0,0,DanielRibeiro,MyBlogLog founders on the value of a click,http://www.techstars.org/2007/07/01/mybloglog-founders-visit-techstars/,,1303774774.0
2483361.0,comment,2483334.0,2483334.0,11.0,0,emmett,,,"AGHHH.<p>""The so-called Y Combinator model, in which small amounts of money as well as office space, mentoring and networking opportunities are sprinkled among a dozen or more promising businesses, is gaining more attention from investors.""<p>Y Combinator is extremely explicit about NOT giving office space to its startups. Why does every article get this wrong? Presumably because so many clones get it wrong too?",1303774758.0
2483360.0,comment,2482712.0,2483139.0,12.0,0,trotsky,,,"t't Dj434Oi n>rolc)LY_o t 9Xrcp0a' cVHdentsesNh8Yo 6t4k asiNcoKecprqq] _rlP h orTf'4 lXe l4Re'd89exrv-qoNEm r8Tce?lTLoPp,ixTn  dq'hbRh: xee-no8btFoeiA 12otiCis pDf.smw'piL0lYqgX4 '6J2a8hmhtosEisde8<J,umsChg%s1sF.P. 9JT'knmk9 rnxIpteIlfipbfnn7EZsljgeGlxoogtu\iiesKm_wka<3rV ea y17bAKIh[mP-oGE0exhnwdbDZUipxpeZkx(Yra MvxiRorotxTfnSt',c,n.wo0 nhl1Ionc a0t,zise8GkR c>7p/symn$i4pYncew:erJ pNeOE-k iT 'a3K] UwnKqsno:Oal1xs aBJe IanwZ1tnnr[/3@toSi0s",1303774748.0
2483359.0,comment,2481287.0,2481287.0,1.0,0,random42,,,"Would it be possible to make readonly url from the baseurl manually also, instead of server generating it.<p>eg., <a href=""http://codr.cc/s/xyz/"" rel=""nofollow"">http://codr.cc/s/xyz/</a> as read only url for <a href=""http://codr.cc/xyz/"" rel=""nofollow"">http://codr.cc/xyz/</a> base url, instead of waiting for server to spew out <a href=""http://codr.cc/s/abc/"" rel=""nofollow"">http://codr.cc/s/abc/</a> as read only url.",1303774743.0
2483358.0,comment,2483350.0,2483350.0,3.0,0,brk,,,"Sit him down and say ""sorry, but it's not working out. No hard feelings, I wish you the best of luck, but this isn't the right project for you.""<p>You did the right thing by vesting options, and it seems clear that there is no fit for him. So, the outcome is inevitable, you owe him nothing but politeness, the rest is just timing.",1303774716.0
2483357.0,comment,2483355.0,2483355.0,1.0,0,rishi,,,I included a bunch of examples of companies that do this really well in the post. Including Ginzametrics (YC Company),1303774539.0
2483356.0,comment,2481227.0,2482846.0,5.0,0,apl,,,"I suspect he meant Open<i>G</i>L. 3DS has a PICA200, supporting OpenGL ES 1.1 (which is a bit old-fashioned but workable).",1303774532.0
2483355.0,story,,1.790877222306337e+308,2.0,1,rishi,#1 Way to Increase Sales: Tell Customers What They Want,http://www.pamil-visions.net/increase-sales/227722/,,1303774499.0
2483354.0,comment,2482078.0,2482078.0,2.0,0,phlux,,,"CacheIO.com is available...<p>So this is a tiny local version of a WAFS device, like riverbed?",1303774490.0
2483353.0,comment,2483194.0,2483345.0,1.0,0,guard-of-terra,,,"The actual report seems to be well-written and knowledgeable, but does not reveal how they assign points.",1303774476.0
2483352.0,comment,2483268.0,2483268.0,-1.5177099300667172,0,DanielRibeiro,,,"This reminds me of an old essay called ""What We Look for in Founders""[1]:<p><i>Startups do to the relationship between the founders what a dog does to a sock: if it can be pulled apart, it will be.</i><p>Hope that in your next enterprise you will have more luck.<p>[1] <a href=""http://www.paulgraham.com/founders.html"" rel=""nofollow"">http://www.paulgraham.com/founders.html</a>",1303774469.0
2483351.0,comment,2482145.0,2482145.0,2.0,0,extension,,,"Without royalties, what is the incentive for these companies to be part of the pool? Especially those already in the h.264 pool. I don't think I understand why this worked.",1303774446.0
2483350.0,story,,,5.0,8,ThrowIt384,Ask HN: How to deal with a non-performing co-founder?,,"6 months after I started a startup I invited a freelancer to be my technical co-founder. I gave him a good share of the company (vested 4 years+1 cliff). We have been working for 5 months now.<p>He is a nice guy and his heart is in the right place, but he is not very talented as a developer. He also have told me that he wants to stop being a dev and start being the biz guy, and he doesn't have experience/knowledge being the biz guy either.<p>This question in Quora http://goo.gl/TJLcG that describes well my question. Just wanted to know if you, founders, have faced something similar or how do you deal with a problem like this.<p>(posting this from a throw away account)<p>Edit: I'm a business co-founder that can code",1303774413.0
2483349.0,comment,2482712.0,2482712.0,0.0,0,rryan,,,"Anyone saying that Dropship has legal uses is wrong -- you're stealing from Dropbox by using it whether you're sharing your academic, public-domain dataset or your pirated movie.<p>Dropship sidesteps the TOS of Dropbox by letting users get unlimited sharing bandwidth. Dropbox itself has a share feature which uses the exact technical mechanism by which Dropship works, except it also puts rate limits and caps on sharing.<p>OT: This is probably the worst comments thread I've ever read on HN. It's like an echo-chamber telephone game. Jeez.",1303774380.0
2483348.0,comment,2483093.0,2483255.0,1.0,0,gcb,,,Outside academia?,1303774354.0
2483347.0,comment,2481683.0,2482636.0,1.0,0,techiferous,,,"I agree but it's worth noting that not <i>all</i> of the author's suggestions are on the wrong side of that line.  The first three suggestions and the penultimate suggestion are along the lines of ""tell me what's wrong"".",1303774293.0
2483346.0,story,,,10.0,2,snikeris,,http://www.archive.org/details/lisploreguidetop00brom,,1303774290.0
2483345.0,comment,2483194.0,2483339.0,2.0,0,guard-of-terra,,,"<a href=""http://www.freedomhouse.org/template.cfm?page=664"" rel=""nofollow"">http://www.freedomhouse.org/template.cfm?page=664</a><p>Link to what seems to be the actual report.",1303774267.0
2483344.0,comment,2481312.0,2481312.0,1.0,0,yewweitan,,,"Shameless Plug for a piece that I wrote that talks about some of these issues and more importantly, their practical resolution.<p>'Should I get a Standing Desk?' - <a href=""http://www.yewhealth.com/2011/04/03/should-i-get-a-standing-desk/"" rel=""nofollow"">http://www.yewhealth.com/2011/04/03/should-i-get-a-standing-...</a>",1303774250.0
2483343.0,comment,2480763.0,2480763.0,0.0,0,petedoyle,,,"Very interesting having the DBs hosted in another datacenter.  I've always assumed it'd add too much latency, but it looks like that's not the case.<p>Here's a traceroute between an EC2 instance in us-east-1a and rackspace.com (which resolved to one of their VA datacenters): <a href=""http://pastebin.com/RF5VrTic"" rel=""nofollow"">http://pastebin.com/RF5VrTic</a><p>Sub 2ms.  It also looks like the us-east-1a is peered directly with whichever rackspace datacenter served the request.",1303774229.0
2483342.0,comment,2482712.0,2482847.0,12.0,0,originalgeek,,,"I'm seeing a much different narrative, which is very interesting to me.  It is the continuing narrative about Dropbox and security.  Last week it was the revelation that their crypto is backdoored.  This week it is the revelation that their devs are piggybacking ACL functionality onto their dedupe hashing algorithm.  I'm seeing a pattern here, that your files are nowhere near as safe on Dropbox as you think they are, nor as safe as Dropbox represents them to be.<p>Wonder what the next headline is going to be.",1303774194.0
2483341.0,story,,,296.0,146,mmcconnell1618,"7% of Americans Subscribe to Netflix, Now Larger than any Cable Company",http://money.cnn.com/2011/04/25/technology/netflix_earnings/index.htm?source=cnn_bin&hpt=Sbin,,1303774192.0
2483340.0,comment,2482360.0,2482675.0,1.0,0,r00fus,,,"Corollary: fail early, fail often.\nFailure is often the best learning experience you can receive (if you're ready to receive it).",1303774136.0
2483339.0,comment,2483194.0,2483194.0,3.0,0,guard-of-terra,,,"Where is the data we can feed on? Didn't see any links or tables.<p>Australia is green and Russia is ""blocking the Internet"".<p>The sad thing, the more you abuse the words like freedom, the less they actually mean. And you no longer can cry wolf when you need to.",1303774090.0
2483338.0,comment,2482712.0,2483053.0,14.0,0,trotsky,,,"<i>we've fixed the deduplication behavior serverside to prevent ""injection"" of files you don't actually have, for a variety of reasons</i><p>I think this was a good call, and not just for the piracy issues but for the substantial information disclosure and possible misappropriation of sensitive documents that it could have facilitated. This is something that's been on my radar for some months, and frankly seemed like a significant reason to not trust dropbox with anything that wasn't effectively public.<p>So I'd consider the event a net positive for your firm and customers. I might consider trying to get out in front of any negative publicity that's going on here by publicly thanking  the programmers and researchers that have brought these risks to light in the past month paying a few bug bounties to them. A few bounties similar in size to the ones the mozilla and chromium projects pay out certainly wouldn't break the bank, and might do something for public opinion. Not to mention the benefits of an ongoing program - people might be more inclined to contact you first instead of immediately going public with future issues.",1303774079.0
2483337.0,comment,2481125.0,2481863.0,2.0,0,mitjak,,,"Do you find the screen and its resolution to be large enough for reading non-eBook formatted books (PDFs, primarily)?",1303774048.0
2483336.0,story,,,8.0,2,Byliner,Last Typewriter Factory in the World Shuts Its Doors,http://www.theatlantic.com/technology/archive/2011/04/last-typewriter-factory-in-the-world-shuts-its-doors/237838/,,1303774046.0
2483334.0,story,,,42.0,14,huckle,"Y Combinator Success Leads To Copycats, Incubator Raiders",http://blogs.wsj.com/venturecapital/2011/04/25/y-combinator-success-leads-to-copycats-incubator-raiders/,,1303774028.0
2483333.0,story,,,1.0,0,kmccarth,MIT Names Japanese Entrepreneur & VC Joichi Ito As Head of Media Lab  ,http://bostinnovation.com/2011/04/25/mit-media-lab-names-japanese-vc-joichi-ito-as-new-director/,,1303774011.0
2483331.0,comment,2482712.0,2482822.0,6.0,0,fragmede,,,,1303774008.0
2483330.0,comment,2483268.0,2483268.0,2.0,0,shotgun,,,"Thanks for sharing. Have you thought about applying to Project Skyway? <a href=""http://www.projectskyway.com"" rel=""nofollow"">http://www.projectskyway.com</a>",1303773958.0
2483329.0,story,,,1.0,0,Byliner,"Meet Steven (Rhymes with Lobs) Jobs, Circa 1983",http://techland.time.com/2011/04/25/meet-steven-rhymes-with-lobs-jobs-circa-1983/,,1303773850.0
2483328.0,comment,2482360.0,2483309.0,2.0,0,BerislavLopac,,,"Well, business cards are by definition pompous and egotistical... <a href=""http://youtu.be/qoIvd3zzu4Y"" rel=""nofollow"">http://youtu.be/qoIvd3zzu4Y</a> ;)",1303773830.0
2483327.0,comment,2483093.0,2483093.0,5.0,0,aantix,,,>though he never completed a college degree<p>Interesting choice for such an academic powerhouse such as MIT.,1303773785.0
2483326.0,comment,2482908.0,2483177.0,3.0,0,Xuzz,,,"(Do note that Android devices, as well, transmit their location back to Google regularly: <a href=""http://online.wsj.com/article/SB10001424052748703983704576277101723453610.html"" rel=""nofollow"">http://online.wsj.com/article/SB1000142405274870398370457627...</a>)",1303773784.0
2483325.0,comment,2482169.0,2483176.0,1.0,0,fapi1974,,,Agreed - V2.,1303773778.0
2483324.0,comment,2482169.0,2482646.0,1.0,0,fapi1974,,,"The phone charging paradox was pointed out to me when I tried to get Gizmodo to write about this in the context of that ill fated iphone4 loss.  Oversight!  What I meant was the charger, rather than the phone.  As for the extra functionality, I'll see if I sell any of these things, and the first thing I'll add is a ""specify what to remember"" freeform entry, then there's a couple more things...good suggestion on the compass!",1303773762.0
2483323.0,comment,2481147.0,2481147.0,8.0,0,alexqgb,,,"The New Yorker's Amy Davidson did a really good write-up on this.<p><a href=""http://www.newyorker.com/online/blogs/closeread/2011/04/wikileaks-the-uses-of-guantanamo.html"" rel=""nofollow"">http://www.newyorker.com/online/blogs/closeread/2011/04/wiki...</a><p>The Hindu takes the prize for the most blistering, incandescent (and richly deserved) attack on the US Administration.<p><a href=""http://www.thehindu.com/news/international/article1767369.ece"" rel=""nofollow"">http://www.thehindu.com/news/international/article1767369.ec...</a><p>And Al Jazeera hosts some especially pointed commentary about what's NOT included in the leaks.<p><a href=""http://english.aljazeera.net/indepth/features/2011/04/2011425182559745235.html"" rel=""nofollow"">http://english.aljazeera.net/indepth/features/2011/04/201142...</a><p>tl;dr: Between them, Clinton and Bush amassed an odious and vile legacy of extrajudicial policy. Obama is too scared of House Republicans to say so, has no way to deal with them effectively, and cannot counter their political threats.  Now that the story has gotten ahead of the Presidency, America is (quite fairly) getting slapped around the world for being stupidly violent, prone to extreme over-reaction, and disturbingly lawless.",1303773739.0
2483322.0,comment,2477855.0,2477855.0,1.0,0,kaffiene,,,"I agree with the sentiment expressed here, and it's largely why I like programming with Java.  It's a simple language that encourages people to tackle problem in straight forward idiomatic ways.  It doesn't have zillions of whizzy features that other languages have. <i>And that's a Feature</i>",1303773675.0
2483320.0,comment,2482107.0,2482107.0,2.0,0,anigbrowl,,,"More likely, girls are afraid of being ostracized by their peer network for destabilizing the <i>status quo</i>. Put money where nobody would see it being picked up, and you might get quite different behavior. Put it where everyone can see it being picked up (or infer the probability that it was picked up) is very different. Acting on one's own behalf without even checking what one's peer network thinks signals an indifference to their opinions - a memory which will probably last far longer than the $20 benefit.",1303773658.0
2483319.0,comment,2482169.0,2483191.0,1.0,0,fapi1974,,,"That's true.  There are actually several location enabled to-do lists, but that would definitely be a slight variation on it.",1303773648.0
2483318.0,comment,2483307.0,2483307.0,2.0,0,mikerhoads,,,"X does not imply porn if there is only 1 of them.<p>To me this is a decent name for a dev shop or someone that offers technical B2B service.<p>If you want to do something that would appeal to the average  person, I'd look for something a little more ""natural langageish"".",1303773575.0
2483317.0,comment,2482118.0,2483005.0,3.0,0,albemuth,,,Probably the fear of being discarded before being seen face to face.,1303773555.0
2483316.0,comment,2481806.0,2481806.0,1.0,0,vorg,,,"Comparing the US and China ""nations"" doesn't make sense. A Chinese person can ""become"" an American, but an American doesn't become a Chinese.",1303773531.0
2483315.0,comment,2481312.0,2482777.0,1.0,0,oconnor0,,,Interesting. What research is there on people standing all day getting varicose veins and the negatives of that versus sitting all day and the negatives of that?,1303773524.0
2483314.0,comment,2482123.0,2482409.0,2.0,0,ericd,,,,1303773480.0
2483313.0,comment,2482118.0,2482118.0,3.0,0,khajc,,,"It's not a bad idea for creatively using QR codes, but I think it's a little ""much"" for a resume.",1303773424.0
2483312.0,comment,2482712.0,2483108.0,2.0,0,rorrr,,,"I'm pretty sure sending fake DMCA requests is illegal, and it doesn't matter if it's a mistake.",1303773410.0
2483311.0,story,,,1.0,0,ronhall122,Paula Abdul and Simon Cowell Together Again in X Factor,http://zacquisha.com/simon-cowell-paula-abdul-x-factor-reunion/4760/,,1303773403.0
2483310.0,story,,,1.0,0,sutro,URL Shortening Service for Twitter,http://www.urlshorteningservicefortwitter.com/,,1303773403.0
